Date,UserName,Comment,Like
2025-11-12T05:30:51Z,@TawaBeanChannel,"sebelumnya punya persediaan barang Rp 1 juta, tiba tiba  bisa dibeli dengan  Rp.1000, yakin bakal dijual segitu? , kayaknya yang punya barang  bakal naikkan harga  dulu buat jaga jaga takut kena prank <a href=""UCkszU2WH9gy1mb0dV-11UJg/UvgfY_vqE92T29sPvqiAkAU""></a>",0
2025-11-12T05:30:26Z,@putrisagitavlog,"Saya juga menantu nanti redenominasi rupiah ini, smoga terealisasikan",0
2025-11-12T05:29:14Z,@Askhar_Theking,"Setuju redominasi,stju bnget",0
2025-11-12T05:25:42Z,@HistoriaBolaangMongondowRaya,"Bukan redeminasi..!<br>ORI Oeang Republik Indonesia RP 1,2&#39;5,5 dan 10 emang dasar dari sejarah uang Indonesia sesuai SK Ir.Soekarno, yang takut itu justru Holandia dan sekutunya , ORI Terbitan BNI l, <br><br>BI awal mula adalah saham De Javasche Bank yang di nasionalisasi menjadi Bank Indonesia, BI lah yang awal mula mecetak 25,50 dan 100 membunuh uang asli RI ORI.. !",0
2025-11-12T05:23:00Z,@tambunsugamingshow7012,"Bahas asset class kena redenominasi juga dong, IHSG 8300 nanti jadi 8,3 dan lain2",0
2025-11-12T05:22:53Z,@APRIONO-is9jk,"Negara yg mata uang banyak nolnya itu negara yg banyak utangnya terus gak pernah lunas, investasi yg gak tepat sasaran,dan penyakit birokrasi yg parah(korupsi dll). Trus klw diredenominasi itu akan jd sejarah inflasi kita .",0
2025-11-12T05:19:56Z,@mulzatin5060,"syaratnya katanya bang bennix inflasi harus di bawah 10%, sedangkan indonesia skrng inflasi di tingkat 2,6 %, mudah2an berhasil agar semua uang2 korupsi yg di simpan di bawah tanah dan di bawah kolom tempat tidur pada keluar semua😂😂",0
2025-11-12T05:19:52Z,@yellowsablon5484,Kalo sekarang presentase berhasilnya besar banget,0
2025-11-12T05:19:50Z,@OppoA31-e2h,"Bgus memang si dirubah,biar para koruptor yg nimbun uang g bisa dipake.<br>Tpi y itu timenya kpn hrus di keluarkan rakyat hrus tau.",0
2025-11-12T05:19:41Z,@PB03wismajaya,"Sosialisasinya bisa lebih mudah... Karena jaman medsos... Tapi kebingungannya yg bakal kompleks di masyarakat.... Karena nggak akan semuanya ngerti masalah nol kurang 3... Atau mungkin bisa dibuat dua mata uang sementara, 1. Mata uang Rupiah  2.  Mata uang Rindo (Rupiah Indo) dengan perbandingan nilai 1 : 1rb",0
2025-11-12T05:17:32Z,@Herph19,kalo dibuat bertahap gimana.. misal langkah 1 dikeluarin dulu uang kertas baru Rp 100 (nilai dari 100 rb sekarang) tp di uang kertas nya di lasih embel embel k atau ribu sehingga masyarakat gak kaget dan secara ga langsung akan mensosialkan programnya itu sendiri.. nanti klo masyarakat dah familiar baru lah cetak uang kertas lagi dengan nominal tanpa embel embel ribu atau k nya,1
2025-11-12T05:17:24Z,@Kilas_Waktu,"Cari tau dulu pikiran purbaya kemana, tahun 65 itu bukan redenominasi, pemerintah memangkas nilaii mata uang.",0
2025-11-12T05:17:14Z,@matertow42,"<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=576"">9:36</a> 100% setuju",4
@agusac2036,@matertow42,Setuju (2)<br>Paling tidak kalau gak berdampak bagus atau buruk ya netral,0
2025-11-12T05:16:45Z,@tomas-t2b4k,"Jika rp1000 jadi rp1 ,harusnya 1sen harus di pake",0
2025-11-12T05:16:12Z,@LUCKYchipschannel,"Gw aja skrang kalau ngitung duit di kalkulator suka nerapin redenominasi dengan ngurangin 3 nol dibelakangnya, karna emang bener kebanyakan nol itu ribet untuk pembukuan keuangan",0
2025-11-12T05:15:56Z,@masbro5623,"Klo ini udah dijalankan, semisal kita tuker uang ke BANK 100k uangnya tetep 10 rupiah apa 9,5 rupiah ya?😂",0
2025-11-12T05:15:07Z,@dimasibrahim3738,"Sekarang jaman digital, gak sesuai jaman  dulu bos, cuma hilangnya nol jangan kawatir❤❤",0
2025-11-12T05:14:23Z,@bayuaditya5189,Saya setuju dgn redenominasi.,0
2025-11-12T05:13:01Z,@kacanGGorengVIP,"pesen gw ke PDIP jgn ngucurin dana buat mosi tdk percaya ke masyarakat,PDIP klw udh diluar pemerintah suka ngebabi soalnya",0
2025-11-12T05:12:36Z,@aditiaofficial8895,Ketar ketir gak tuh para koruptor,0
2025-11-12T05:12:10Z,@aditiaofficial8895,Ketar ketir gak tuh para koruptor,0
2025-11-12T05:10:31Z,@agungwawan2714,Klo zaman sekarang sosialisasi jauh lbh gampang dengan mediasosial. Klo di persentase 95prsen sukses lah.,0
2025-11-12T05:10:29Z,@didikmarwanto3704,Kayanya Koko ini salah paham...tahun 1965 itu sanering...pemotongan nilai mata uang karena inflasi yg parah..sehingga terjadi perubahan nilai dari mata uang...Dan saat itu ekonomi negara belum stabil...sedangkan redenominasi itu pemangkasan angka pada mata uang tetapi nilainya tetap..dan saat ini ekonomi sudah stabil dan inflasi dlm.kondisi terjaga dengan baik...,0
2025-11-12T05:09:41Z,@rohayadi83,Sy punya usul  :<br>Mending 000 d ganti huruf &quot;k&quot;<br>Contoh :<br>10.000 = 10k,0
2025-11-12T05:09:23Z,@oxicreativeofficial8232,Yang gak setuju itu BI kmungkinan gaes tahu kan BI dibawah tekanan siapa.,0
2025-11-12T05:06:09Z,@Astronot777,Raymon ...!kau itu cuma konten kreator bukan propesor keuangan..otak mu masih kosong,0
2025-11-12T05:04:36Z,@nurlurn,"<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=124"">2:04</a> tapi pak bukanya sekarang dah umum orang bilang 10 itu 10k, 20 itu 20k, 50 itu 50k dan seterusnya?<br>jadi udah ada langkah maju disisi psikologis masyarakat?<br>tinggal gimana nih pemerintah bisa lanjutin sosialisasi ini, tapi rekam jejak sosialisasi pemerintah ke masyarakatnya itu 😅 gitu deh",1
2025-11-12T05:01:07Z,@senderanchannel,"BERSIAP TABUNGAN KALIAN YANG ADA RATUSAN PULUHAN DAN SATUAN AKAN DIHILANGKAN ALIAS TIDAK DIAKUI, BIASA BELI INDOMI 2500 JADI 3RUPIAH ALIAS HARGA HARGA AKAN NAIK WKWKWK PARAH SI, MENDING TURUNIN DOLLAR BOSS DIBANDING SEKEDAR MENGHILANGKAN ANGGA 3DIGIT DIBELAKANG",0
2025-11-12T05:00:40Z,@nefska,"Aku sih sangat optimis ini akan berhasil. Karena sdh banyak kasus gagal maupun sukses dari banyak negara termasuk kita sendiri, yg bisa dijadikan acuan ataupun pelajaran spya project ini bisa sukses.",0
2025-11-12T05:00:35Z,@ditamardiah,"Gw kirim duit di ketawain sama orang bank nya karna liat 0 nya banyak, kebetulan orang bank nya juga tmn gw, dia bilang lu kaya banget katanya 😂",0
2025-11-12T04:59:07Z,@yonitanjil8003,Kirain pinter gak taunya???? Bisa bedain gak? Ngakak.,0
2025-11-12T04:58:02Z,@mutiaratambunan5442,"Klo kaya gitu, uang pecahan kecil jd brp? Kaya 500 100 200, hilang? Jd mata uang terkecil 1000 kah?",0
2025-11-12T04:57:26Z,@rbeberumahbelajarbersama5746,"Izin kak Raymond, tahun 1965 menurut data yang ada bukan redenominasi melainkan sanering",0
2025-11-12T04:56:15Z,@muhammadakbarw1288,"Wah kadang gua suka kelebihan 0 lagi 😂, mudah&quot;an gak salah kirim",0
2025-11-12T04:56:08Z,@iPhoneX-j9s,Rasa hmpir smua org kok.. Ngmong.. Eh lu beli baju brp.. 200 pdhl 200rb..atw kmarin lu beli topi brp 50 pghal 50rb..malah dtmpt sy udh biasa ngmong 1jt itu sribu😃,0
2025-11-12T04:54:30Z,@Gaffialfatih,"Dari Bennix trus kesini dulu, sebelum komen macem2 supaya informasi bisa berimbang dan gak asal njelasin ke orang sekitar. Tinggal wait and see aja😊Terimakasih Raymond 🙏😊",16
@rohmangenji4707,@Gaffialfatih,Yes . Bennix first,1
@teracover,@Gaffialfatih,"Yes, kecewa jujurnya gue sama pembahasan ini. Gak bahas juga kenapa gagal tahun 1965. Ya gue cek juga inflasi di Indonesia saat itu 594%. Sedangkan sekarang 2025 cuma 2-3% doang",0
@yohanesjado4244,@Gaffialfatih,Ya dari bennix 👍,0
@faleilham8334,@Gaffialfatih,​@teracover tapi gk sesuai ma keadaan ekonomi yg sekarang di 2025? Klo sekarang pertumbuhan ekonomi ajh lemah dan stagnan tapi barang&quot; harga nya pada naek terus tiap tahun. Ya justru sekarang jauh lebih buruk di banding tahun 65.,0
@teracover,@Gaffialfatih,"​@faleilham8334​  hadeh, lu paham tulisan gua gak sih?? Itu gue tulis inflasi. Inflasi tahun 1965 vs 2025 jelas jomplang. Lu bisa bahas tahun 2025 karena lagi ngerasain di tahun ini padahal kondisi inflasi stagnan 2%-3% aja, di tahun 1965 itu lebih parah inflasi. Parah inflasi sampai 594% aja tuh berarti kondisi ekonominya lebih buruk lagi. Jelas aja ga ada apa2nya sama hiperinflasi di tahun2 itu. Lu bandingin sama inflasi tahu 1998 aja tuh sekitar 77% masih kalah sama 1965. Gimana gak gagal coba redominasi kalau hiperinflasi segede itu?? Banyak negara gagal redominasi termasuk Indonesia tahun 1965 karena di taming yg salah. Disaat hiperinflasi bahkan lebih dari 10%. Nih gue tambahin datanya, data pertumbuhan ekonomi Indonesia tahun 2025 4,7%-5%. Masa lu bandingin sama tahun 1965 yang pertumbuhan -2% sampai -3%. Pesimis sih boleh yaa, tapi ya ada saatnya emang harusnya optimis apalagi klo lihat data sekarang, Indonesia jelas bisa growth.",0
2025-11-12T04:53:57Z,@DrBethanyHughes,"Sekilas keliatan biasa, tapi 𝘗𝘜𝘓𝘈𝘜𝘞𝘐𝘕 tuh beda.",0
2025-11-12T04:53:36Z,@JohnLawrence-f3g,Gak tahu harus ke mana? 𝗣𝗨𝗟𝗔𝗨𝗪𝗜𝗡 jawabannya.,0
2025-11-12T04:53:36Z,@eemenk4177,"Cukup setuju dengan redenominasi, tapi pasti bakalan banyak jegalan dari para koruptor, kita amati saja nanti kalau ini jadi direalisasikan dan banyak pejabat yg tidak setuju sudah dipastikan banyak yg korupsi",0
2025-11-12T04:53:36Z,@LynneWhitehead-King,"Stay real, stay tulus, stay 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝. ❤",0
2025-11-12T04:53:31Z,@RichardGreen-m3c,"Dulu skeptis, sekarang malah betah diP͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?",0
2025-11-12T04:53:29Z,@andrzldi,yang koropsi duwitya di bangker ketar ketir ni pejabat wk wk,0
2025-11-12T04:53:28Z,@LesleyHope-j2t,Suasana hati bisa berubah setelah buka P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,0
2025-11-12T04:53:27Z,@KarenSmith-o1n,"Sekali buka 🄿🅄🄻🄰🅄🅆🄸🄽, lupa waktu.",0
2025-11-12T04:53:25Z,@AbigailCook-Barnes,Gak perlu banyak alasan buat balik ke 𝘗𝘜𝘓𝘈𝘜𝘞𝘐𝘕.,0
2025-11-12T04:53:24Z,@KatieThomas-Hussain,"Dibilang random, padahal rutin ke P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?",0
2025-11-12T04:53:19Z,@JeanBaker-d8t,Gak jenuh kalau ada P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟? di sela hari.,0
2025-11-12T04:53:13Z,@BryanWard-Hall,Capek pikiran? Coba selipin waktu buat P 𝖀 L 𝖠 𝖀 W 𝖨 𝖭.,0
2025-11-12T04:53:11Z,@PaulineGraham-g6f,"Dibilang mager, padahal lagi buka 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝.",0
2025-11-12T04:53:06Z,@Faiz509,Itukan dulu. Sekarang rakyat pinter pinter.,0
2025-11-12T04:53:06Z,@SamuelMcKenzie-l2p,Rame-nya beda kalo diP͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,0
2025-11-12T04:52:44Z,@JaniceBennett-t8c,"Jeda sebentar, mampir ke 𝘗𝘜𝘓𝘈𝘜𝘞𝘐𝘕 dulu.",0
2025-11-12T04:52:40Z,@TonyWhite-e3u,"Tiap buka 𝗣𝗨𝗟𝗔𝗨𝗪𝗜𝗡, pikiran lebih enteng.",0
2025-11-12T04:52:39Z,@DrKatePowell,"Niat awal nyari hiburan, nyangkut di ͟PU͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?",0
2025-11-12T04:52:34Z,@MrBrandonSchofield,"lumayan buat jajan, thanks PULAUWIN 😆”",0
2025-11-12T04:52:25Z,@TonyGriffiths-f9h,"lagi gabut, ya ke P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟? lah.",0
2025-11-12T04:52:23Z,@ArnoldoCrothers-l5b,"Cuan gak ada abisnya, cuma di P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?",0
2025-11-12T04:52:20Z,@MissTinaRobson,Gokil parah! WD lagi-lagi di P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,0
2025-11-12T04:52:18Z,@TobyKnight-d2x,"<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=390"">06:30</a> P U L A U W I N bahaya buat orang ketagihan",0
2025-11-12T04:52:17Z,@WayneBurton-Fox,FOYA-FOYA juga seru banget gara-gara PuIauwin,0
2025-11-12T04:52:16Z,@MrMathewJones,"apalagi ini <a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=421"">07:01</a> Ｐ ＵＬ Ａ Ｕ W I N ⚡",0
2025-11-12T04:52:09Z,@LisaWilson-o9u,"<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=335"">05:35</a> P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟? tempat ngadu nasib wkwkw",0
2025-11-12T04:51:59Z,@martinussitohang7131,"harus segera disosialisasikan secepatnya, apalagi tingkat kepercayaan kpd menteri keuangan sedang bagus-bagusnya..,<br>jangan sampai para pelaku korupsi curi start membangun framing negatif ke masyarakat agar sikonnya jadi tidak kondusif..!!",0
2025-11-12T04:50:34Z,@wijayakertarajasa642,saya agak pesimis harga akan naik jika redominasi tetapi standar gaji masi tetap,1
2025-11-12T04:49:43Z,@NN-dt2ov,"Redenominasi disaat inflasi &lt;10% .. kalau 2 digit ke atas kek Zimbabwe, Venezuela, etc. Ya dijamin gagal. Faktanya inflasi Indonesia ga nyampe 3%. Apalagi kebijakan dan arah politik Presiden banyak memangkas akar permasalahan negeri ini, jadi berkesinambungan semua dan redenominasi ini jadi langkah yang tepat. Kecuali buat antek asing dan koruptor, perusak negara !",0
2025-11-12T04:48:45Z,@RaihanWardhanaa,Angka 0 dibelakangnya dijadikan sangat lebih kecil buat adaptasi,0
2025-11-12T04:48:02Z,@ammarnash,Apakah munking di masa depan sebutan duit indo akan mirid malay,0
2025-11-12T04:47:58Z,@Nuurungji,"menurutku sebelum redenominasi dilaksanakan, lakukan terlebih dahulu cash less + pembatasan transaksi tunai max 10-5juta diatas nominal itu hanya lewat perbankan serta perketat sistem keuangan negara agar tidak terjadi lagi kebocoran korupsi percuma redenominasi dilakukan koupsi tetap berjalan lancar.<br>SARAN sebaiknya sebelum redenominasi dilakukan gunakan seperti MATA UANG IRAN terlebih dahulu setelah itu redenominasi bisa dilakukan, cek dan pelajari MATA UANG IRAN yang sekarang",0
2025-11-12T04:44:17Z,@jonilopez8889,"Menurut gw sebagai orang kampung,ini bakal sukses jika, sosialisasi nya tersalurkan, ,",0
2025-11-12T04:43:04Z,@Naishakarissa,"2 periode jokowi cetak uang baru gak kira2, bahkan tnpa ada penarikan uang lama",0
2025-11-12T04:42:07Z,@kingofstrike1234,"gw binggungnya kalau 1000 jadi rp 1, yang recehan jadi berapa wkwk",0
2025-11-12T04:41:10Z,@EviIqbal-g8k,"Apa sih untungnya,,, apa nti harga sembako bakal turun???",1
2025-11-12T04:40:48Z,@DrRachelVeronica,Ampun Indonesia banyak yg so tau tukang konten cuma tutorial ambil data orang tapi bukan secara akademis nya pengetahuan nya.. di China jepang Korsel ga ada ikut ikutan ngomongin narasi kebijakan pemerintahan jangan demi konten kmu bikin gen Z pada memahami konten kmu salah..,0
2025-11-12T04:39:43Z,@OtetKucrit,"Cukup nonton sampai <a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=18"">0:18</a> detik pertama &quot;1965 gagal total&quot;. Entah gimana endingnya. Yang jelas di awal sudah terjadi penggiringan pada arti yang salah kaprah antara Senering/dievaluasi dan Redenominasi.",15
@tresnadwipayana,@OtetKucrit,"Redominasi beda dengan Senering, bang Raymond bisa salah ternyata ya",1
@hermontarmand2404,@OtetKucrit,Makanya tonton dulu baru komen.,1
@hermontarmand2404,@OtetKucrit,"​@tresnadwipayana<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=130"">2:10</a>",0
@bintangsetiadi7760,@OtetKucrit,"Tiga syarat yg HARUS terpenuhi : 1. Kepercayaan Publik, 2. Timing yg Tepat, dan 3. Kondisi Ekonomi yang Baik. <br><br>Namun, melihat ketiga nya saja belum ada yg terpenuhi jadi, KEMUNGKINAN BESAR siap2 Akan Seperti Venezuela/Zimbabwe. misalnya harga beras 1 kg = Rp100.000.",1
@afnid.r1266,@OtetKucrit,"Makanya gk cukup cuma nonton awalan aja, ini warga indonesia kadang udah ngerasa paham cuma diawal",1
2025-11-12T04:39:15Z,@daifullahjarkasih3040,"gw sih setuju...biar lebih simpel, dan mata uang rupiah &quot;agak&quot; terangkat nilainya di banding dollar. contoh nya..berapa 1 usd ? Rp 16 aja...lebih keren kan...😂😂",0
2025-11-12T04:38:29Z,@9080sboy,"Ini bukan buru2 sih, wacananya aja dah dari kapan tahun",0
2025-11-12T04:38:03Z,@Didiet15,"Soal edukasi ke masyarakat kayaknya yang paling berat, karena masyarakat (khususnya pedalaman) masih kurang literasi dan sulit dapat informasi. Agak keluar sedikit, seperti halnya perubahan dari sinyal analog ke digital aja sosialisasinya lebih dari 10 tahun. Dan disaat eksekusi banyak masyarakat yg panik karena TV nya belum siap terima sinyal digital. Mungkin untuk bagian ekonomi harus lebih gencar soal edukasi dan literasi supaya ngga ada lagi kepanikan. Saya sih sejujurnya sudah nunggu lama wacana ini dijalankan, supaya mata uang kita ngga lagi dianggap mata uang &quot;sampah&quot;.",25
2025-11-12T04:37:46Z,@farifairis,Saya rasa ini akan sukses ya!<br>Karena melihat media kita sekarang yg massif..<br>Tinggal bayar buzzer tiktod aja buat nyebarin informasi ini hingga ke masyarakat paling bawah..,0
2025-11-12T04:37:14Z,@thunderwolf6964,jaman sekarang-kan jaman internet bang ada kemungkinan masyarakat untuk mengetahui tentang ini kemungkinan berhasil-nya tinggi gak seperti dulu yg penyebaran informasi lambat<br><br>dan untuk uang cast-nya menurutku bentuk dan pola-nya harus sama biar gak ada kebinggungan cuman 0 nya aja yg dikurangi<br><br>koreksi bang kalau saya salah,0
2025-11-12T04:36:44Z,@longlife7431,Gaji 5jt jadi 5rb kyk kang parkir,0
2025-11-12T04:36:41Z,@sakoen,"Dari Sisi IT,  ga semudah hilangin value 000 di dalam database/storage.  karena valuenya bukan hanya 0 saja, tapi ada angka rupiah entah sekedar 001 atau 999 rupiah. mau di taruh mana value ini, bayangin system dengan 10juta subscriber.  worst case 10juta subscriber x 999 rupiah = hampir 10 miliar, ini big money.  <br><br>kemungkinan IT ga mau pusing angka di database akan tersimpan sebagai mana adanya sebelum redenominasi.",0
2025-11-12T04:34:57Z,@realmentobacco9219,Vibes pak Purbaya itu bagus dibandingkan pejabat lain. Trustnya kuat. Kepemimpinannya fresh. Saya dukung,0
2025-11-12T04:34:49Z,@justhendi,"Logika terbalik tuh contoh yg dipake, Redenominasi tidak menyebabkan inflasi, tapi inflasilah yg menyebabkan redenominasi. Kasus seperti Venezuela, Zimbabwe, dan Indonesia 1965 contohnya. Jika ekonomi stabil spt skrg dgn angka inflasi tidak &gt;10%, sangat bisa dijalankan program ini seperti yg pernah dilakukan Israel, Poalndia, Russia, bahkan Turki",0
2025-11-12T04:31:08Z,@RichelleAyu,"saya si optimis bgt kali ini berhasil. soalnya emg dampak social media udh mengagumkan bgt. isu &amp; himbauan influencer itu udh bener2 menyerap dg cepet bahkan ke masyarakat yg bukan penonton aktif. dia bakalan tetep denger dr lingkunganya, tetangganya dll.<br>cotohnya yg pas demo kmarin, pas ada isu sara, langsung ditepis sama influencer, dan alhamdulillah semua masyarakat kita ga ada yg terpengaruh, walopun keadaan lg chaos &amp; sempet ngira bakal terpengaruh..",0
2025-11-12T04:30:47Z,@Havanaz-u9e,"Seriously, yg jadi masalah besar investor shg gak mau masuk ke Indonesia adalah masalah korupsinya, bukan 000 itu. Lebih baik beresin dulu semua korupsi itu dan perkuat perekonomian dalam negeri, buat banyak lapangan pekerjaan baru. Jangan sibuk ngurusin image 000 dan berat2in anggaran negara",0
2025-11-12T04:30:20Z,@ZeroGame-e9w,REDENOMINASI = MANIPULASI INFLASI,0
2025-11-12T04:28:03Z,@MuhammadRizki-v2d,Saatnya bermain saham rp nih nyoba2,0
2025-11-12T04:26:30Z,@widya2550,"joss banget nih channel, bisa belajar banyak dari sini",0
2025-11-12T04:26:28Z,@hazmanriess8949,Today. 1 ringgit= 4047 rupiah,0
2025-11-12T04:24:45Z,@bennyirawan5086,Uang yang yang dikubur akan keluar semua ke permukaan seperti belatung yang keluar dari bangke .. 😂,0
2025-11-12T04:24:12Z,@FendyItem-bb8tw,"Klo saya setuju..walopun beresiko,tidak dilskukan pun ekonomi kita begini,lebih baik ambil resiko untuk lebih baik",0
2025-11-12T04:23:46Z,@aubreysong,"Tahun 1965? Tahun chaos dimana CIA paling giat obok2 dan ada ricuh pemberontakan PKI? Tahun paling banyak sabotase politik, ekonomi, dan sosial? Ya wajar kalau gagal.",0
2025-11-12T04:23:01Z,@kerajinanbunga,"Jika sekarang sih lebih mudah sosialisasi,tua muda bocil pegang hp, apa lg sekarang sudah era pembayaran digital, qris",0
2025-11-12T04:20:42Z,@slametwaluyo5815,"Tapi para cukong licik tidak segan2 menaikkan harga-harga 1 atau 2 rupiah, harusnya harga 10 dinaikin 11 kan cuma naik 1 wwkkkk padahal aslinya 1000",0
2025-11-12T04:20:19Z,@hendriberbudi2510,"1965 itu kan gk ada hp sekarang 90% udah pd ngerti..  ada Q&#39;RIS buat bayar.<br>Klo uang loe banyak ya belanjain, klo masih kebanyakan ya bayar pajaklah cuk",0
2025-11-12T04:17:58Z,@denideni8880,"Bukannya dulu emang nol nya hilang benar intinya nilainya emang hilang emang jelas dipotong yang bilang almarhum ibuku ,apa emang dibingungin dulu untuk orang2 yang masih belum tau",0
2025-11-12T04:17:49Z,@annaanna8292,Apapun kebijakannya jangan merugikan rakyat,0
2025-11-12T04:17:22Z,@durivlog123,Yg korupsi 300.000.000.000.000 sekejab berubah jadi 300.000.000.000 😂,1
2025-11-12T04:17:11Z,@ROHMAN_JR.,Kalok tidak rubah bisa ngemblemg semua kalkulator di Indonesia,0
2025-11-12T04:16:59Z,@andialexy,Intinya Sosialisasinya harus merata sampai ke pelosok Negeri,0
2025-11-12T04:16:42Z,@MRCHANNEL2123,sebenarnya lebih enak naikin  nilai rupiah sih kaya zaman sby  1usd udah 8000 rupiah,0
2025-11-12T04:15:38Z,@husnulrais2424,Sekarang lebih posible to try sih apalagi di kota besar karena ada QRIS jugaa..,0
2025-11-12T04:14:53Z,@El-Ge,Saya setuju redenominasi rupiah.,0
2025-11-12T04:14:35Z,@ghaidayumnachannel4356,Kalo pembulatan kebawah namanya deduct mas,0
2025-11-12T04:13:23Z,@ayehamus36,ternyata kebanyakan aset AI generated.. bikin sensasi nyaman nonton RC jadi berkurang..,0
2025-11-12T04:13:02Z,@aikoyunichi-m7g,"Nggak bisa kita samakan ditahun 1965, beda jauh dong, ditahun 1965 itu bisa dikatakan sanering dimana ditahun 1965 nilai uang kita berkurang kalau inikan nilai uang kita tetap cuma disederhanakan aja, bedain dong inflasi dengan menyederhanakan mata uang menurut saya anda pintar lho kok begini pemikirannya..",0
2025-11-12T04:12:41Z,@liquidapple5540,Berarti emas naik lagi kah,0
2025-11-12T04:09:55Z,@Irene_Hwang,"Jaman sekarang gampang aja, lebih gampang lagi kalau desain uangnya dibuat sama persis supaya memudahkan masyarakat. Misal desain uang Rp 20 dibuat persis warna hijau seperti Rp 20 ribu, uang Rp 100 dibuat persis warna merah Soekarno Hatta seperti Rp 100.000",0
2025-11-12T04:08:17Z,@zakiamcon3452,Redemination is the best solution but momentum should be right time,0
2025-11-12T04:06:57Z,@srihildaini8996,"Aku sih setuju ya sama redenominasi, krn itu bakalan mempermudah accounting bgt.",0
2025-11-12T04:05:17Z,@panijesa_5514,Singkat padat wok the tok,0
2025-11-12T04:05:02Z,@raiderdragrace2595,"Saya engga setuju bikin pusing takutnya ekonomi ambruk gara2 salah hitung uang,,,saya orang desa yang tidak mengerti nominal",0
2025-11-12T04:02:29Z,@gsicatapult,ya kan produsen juga sama di pangkas juga nol nya misalnya harga 2.000.000 jadi 2000<br>kita bayar 2000,0
2025-11-12T04:02:19Z,@hendriefendi2441,"YA BEDA LAH BOSS.. 1965 INDONESIA BARU-BARU MERDEKA, EKONOMI MASIH LEMAH BANGET BARU DIBANGUN, SEKTOR PERTAMBANGAN BELUM ADA, INDUSTRI MASIH KECIL BANGET, PERKEBUNAN,PERTANIAN BELUM MODERN, KALAU SEKARANG JANGAN DITANYA, INDUSTRI, PERTAMBANGAN,PERKEBUNAN,PERTANIAN UDAH BESAR BANGET. JADI JANGAN RAGUKAN LAGI KALAU REDENOMINASI AKAN SANGAT MEMPERKUAT SISTEM KEUANGAN INDONESIA.",0
2025-11-12T04:02:12Z,@Aris_Suprianto,Ngitung di kalkulator yaa gimana yaaa...,0
2025-11-12T03:56:32Z,@sahabatdewata5240,Saya setuju 1000%<br>Mungkin loe hrus undang benix diskusi ini pasti seru,0
2025-11-12T03:54:46Z,@putuekadwipayana102,"Yang penting, semua koruptor terdekteksi dengan program ini",0
2025-11-12T03:54:11Z,@luminexrecon,"redenom juga secara tidak sadar sudah terjadi sejam lama dimana orang2 biasa melakukannya saat transaksi, contoh brp total belanja 30 pak, atau brp harganya ? 300, atau di jual brp ? 1000 yang mana 30, 300, 1000 mewalkili 30000, 300000, 1000000",0
2025-11-12T03:54:08Z,@mabali5434,"Untuk sekarng bagus redenominasi bng , soalnya inflasi kita sekarang dibawah 10% , langkah yang bagus buat redenominasi ,, negara&quot; yng gagal itu udah inflasi gede malah redenominasi ya makin ambruk",0
2025-11-12T03:54:05Z,@DalvinAlhanan,Lw sekarang yakin sukses kenapa karena banyak anak anak youtube yang mengedukasi artinya anak anak gen z dan Melenial akan membantu ibu ibu bapak yg tak paham.. Ini kebangangan rakyat Indonesia jika 100.000 menjadi 100 rupiah,0
2025-11-12T03:53:53Z,@lechouettes9778,"-Klu denger buat vs korupsi jelas setuju banget 😂...<br>-efek psikologis masyarakat memang paling penting, produsen atas(pintar) di awasi pemerintah langsung sdgkan produsen&amp;masyarakat bawah( UMKM&amp; pedesaan) di berikan pembritaan tentang  keuntungan redenominasi dan agar tdk menaikkan harga Krn malah akan terjadi kerugian ( bersifat internal individu)",0
2025-11-12T03:53:40Z,@adhieprastya,Yang bikin gagal dari dulu itu koruptor yg nyimpen duit cash M M an di apartemen gak sih? 😅,0
